DOC_ID,Author
2378,"['amorsy', ' soheir']"
2379,"['amorsy', ' soheir']"
2380,"['amu', ' o. c. udeh', ' e. i. ugochukwu', ' a. i. madu', ' c. nzegwu', ' m. a.']"
2383,"['anass', ' m. a. g. ahmed h.']"
2385,"['anbar', ' t. zuel-fakkar', ' n. m. matta', ' m. f. arbab', ' m. m.']"
2386,"['andersen', ' d.']"
2387,"['andersen', ' k. gaafar', ' a. el-hassan', ' a. m. ismail', ' a. dafalla', ' m. theander', ' t. g. kharazmi', ' a.']"
2388,"['anderson', ' a. c. al-ahmed', ' a. elamin', ' f. jonas', ' d. mirghani', ' y. schilhabel', ' m. karygianni', ' l. hellwig', ' e. rehman', ' a.']"
2389,"['anderson', ' j. doocy', ' s. haskew', ' c. spiegel', ' p. moss', ' w. j.']"
2390,"['anderson', ' j. fuglsang', ' h. hamilton', ' pjs marshall', ' tfde c.']"
2391,"['anderson', ' j. fuglsang', ' h. hamilton', ' p. j. de marshall', ' t. f.']"
2392,"['anderson', ' j. fuglsang', ' h. hamilton', ' p. j. de marshall', ' t. f.']"
2393,"['anderson', ' j. fuglsang', ' h. de', ' c. marshall t. f.']"
2394,"['anderson', ' j. fuglsang', ' h. marshall', ' t. f.']"
2395,"['anderson', ' l. hadzibegovic', ' d. s. moseley', ' j. m. sellen', ' d. w.']"
2396,"['anderson', ' r. g.']"
2397,"['anderson', ' r. g.']"
2398,"['anderson', ' r. g.']"
2399,"['anderson', ' r. g.']"
2400,"['anderson', ' r. g.']"
2401,"['anderson', ' t. j. nair', ' s. jacobzone', ' c. zavai', ' a. balkan', ' s.']"
2402,"['anderson', ' warwick']"
2403,"['anderson', ' warwick']"
2404,"['anderson', ' warwick']"
2405,"['andersson', ' l. c. wegelius', ' r. borgstrom', ' g. h. gahmberg', ' c. g.']"
2406,"['andoh', ' m. sakata', ' a. takano', ' a. kawabata', ' h. fujita', ' h. une', ' y. goka', ' k. kishimoto', ' t. ando', ' s.']"
2407,"['andre', ' l. j. sirol', ' j. le vourch', ' c. labegorre', ' j. cochevelou', ' d.']"
2408,"['andren', ' h. liberg', ' o.']"
2409,"['andresen', ' e. bilukha', ' o. o. menkir', ' z. gayford', ' m. kavosa', ' m. wtsadik', ' m. maina', ' g. gose', ' m. nyagucha', ' i. shahpar', ' c.']"
2412,"['andresen', ' k. gasim', ' s. elhassan', ' a. m. khalil', ' e. a. barker', ' d. c. theander', ' t. g. kharazmi', ' a.']"
2413,"['andresen', ' k. ibrahim', ' m. e. theander', ' t. g. kharazmi', ' a.']"
2414,"['andrews', ' f. w.']"
2415,"['andrews', ' f. w.']"
2416,"['andrews', ' f. w.']"
2418,"['andrews', ' f. w.']"
2420,"['andrzejewski', ' b. w.']"
2421,"['anema', ' a. joffres', ' m. r. mills', ' e. spiegel', ' p. b.']"
2422,"['angalakuditi', ' m. angalakuditi', ' n.']"
2423,"['angara', ' t. e. e. ismail', ' a. a. agab', ' h. saeed', ' n. s.']"
2425,"['ansor', ' h. balfour', ' andrew']"
2427,"['antanavicius', ' g. mohammed', ' r. van houtte', ' o.']"
2428,"['antinori', ' s. longhi', ' e. bestetti', ' g. piolini', ' r. acquaviva', ' v. foschi', ' a. trovati', ' s. parravicini', ' c. corbellino', ' m. meroni', ' l.']"
2429,"['antinori', ' s. milazzo', ' l. sollima', ' s. corbellino', ' m.']"
2430,"['antoun', ' m. d. el khawad', ' a. o. taha', ' o. m.']"
2431,"['antoun', ' m. d. taha', ' o. m.']"
2432,"['anyamba', ' a. linthicum', ' k. j. small', ' j. britch', ' s. c. pak', ' e. de la rocque', ' s. formenty', ' p. hightower', ' a. w. breiman', ' r. f. chretien', ' j. p. tucker', ' c. j. schnabel', ' d. sang', ' r. haagsma', ' k. latham', ' m. lewandowski', ' h. b. magdi', ' s. o. mohamed', ' m. a. nguku', ' p. m. reynes', ' j. m. swanepoel', ' r.']"
2433,"['anyinam', ' c.']"
2434,"['apanaskevich', ' d. a. horak', ' i. g.']"
2435,"['appel', ' t. r. makovitzky', ' j.']"
2436,"['appleton', ' j.']"
2437,"['aquilina', ' bethany farzana', ' faika goldstein', ' rachel marcus', ' ashley stark', ' lindsay tanabe', ' mihoko wells', ' william']"
2438,"['arabi', ' a. m. ibrahim', ' s. a. ahmed', ' s. e. macginnea', ' f. hawkes', ' g. dempsey', ' e. ryan', ' c. a.']"
2439,"['arabi', ' n. a. musaad', ' a. m. ahmed', ' e. e. abdo', ' a. a. elhassan', ' a. m. hassan', ' h. adam', ' n. abdelazeem', ' m. ibnouf', ' m. a.']"
2440,"['arabi', ' n. a. musaad', ' a. m. ahmed', ' e. e. ibnouf', ' m. m. abdel aziz', ' m. s.']"
2442,"['aradaib', ' i. e.']"
2443,"['aradaib', ' i. e. abbas', ' z. a. abbas', ' b. el sanousi', ' s. m.']"
2444,"['aradaib', ' i. e. erickson', ' b. r. mustafa', ' m. e. khristova', ' m. l. saeed', ' n. s. elageb', ' r. m. nichol', ' s. t.']"
2445,"['aradaib', ' i. e. erickson', ' b. r. karsany', ' m. s. khristova', ' m. l. elageb', ' r. m. mohamed', ' m. e. nichol', ' s. t.']"
2446,"['aradaib', ' imadeldin e. erickson', ' bobbie r. karsany', ' mubarak s. khristova', ' marina l. elageb', ' rehab m. mohamed', ' mohamed e. h. nichol', ' stuart t.']"
2447,"['aradaib', ' i. e. erickson', ' b. r. elageb', ' r. m. khristova', ' m. l. carroll', ' s. a. elkhidir', ' i. m. karsany', ' m. e. karrar', ' a. e. elbashir', ' m. i. nichol', ' s. t.']"
2448,"['aradaib', ' i. e. mohammed', ' m. e. mukhtar', ' m. m. ghalib', ' h. w. osburn', ' b. i.']"
2449,"['aradaib', ' i. e. mederos', ' r. a. osburn', ' b. i.']"
2450,"['aradaib', ' i. e. mohamed', ' m. e. abdalla', ' t. m. sarr', ' j. abdalla', ' m. a. yousof', ' m. a. hassan', ' y. a. karrar', ' a. r.']"
2451,"['aradaib', ' i. e. majid', ' a. a.']"
2452,"['aradaib', ' i. e. mohemmed', ' m. e. sarr', ' j. a. idris', ' s. h. ali', ' n. o. majid', ' a. a. karrar', ' a. e.']"
2453,"['aradaib', ' i. e. mohamed', ' m. e. abdalla', ' m. a.']"
2454,"['aradaib', ' i. e. smith', ' w. l.  osburn', ' b. i. cullor', ' j. s.']"
2455,"['aradaib', ' i. e. wilson', ' w. c. schore', ' c. e. mohammed', ' m. e. yilma', ' t. d. cullor', ' j. s. osburn', ' b. i.']"
2456,"['arah', ' onyebuchi a. sudan', ' madhuri olsen', ' jørn kheifets', ' leeka']"
2458,"['arata', ' a. a. johnson', ' b. pattyn', ' s. r.']"
2459,"['arbab', ' a. a. mcnamara', ' regina lauro', ' d. aziz', ' f. a.']"
2460,"['arbab', ' a. h. parvez', ' m. k. al-dosari', ' m. s. al-rehaily', ' a. j. al-sohaibani', ' m. zaroug', ' e. e. alsaid', ' m. s. rafatullah', ' s.']"
2461,"['arbab', ' b. m. hassan', ' m. a.']"
2462,"['arbab', ' m. a. el hag', ' i. a. abdul gadir', ' a. f. siddik', ' h. el- r.']"
2464,"['arbab', ' m. a. idris', ' m. n. sokrab', ' t. e. saeed', ' e. s. ali', ' g. m. tariq', ' m. y. ahmed', ' a. e.']"
2465,"['arbesser', ' c. mose', ' j. r. sixl', ' w.']"
2466,"['arbesser', ' c. sixl', ' w.']"
2467,"['archibald', ' r. g.']"
2468,"['archibald', ' r. g.']"
2470,"['archibald', ' r. g.']"
2471,"['archibald', ' r. g.']"
2472,"['archibald', ' r. g.']"
2473,"['archibald', ' r. g.']"
2474,"['archibald', ' r. g.']"
2475,"['archibald', ' r. g.']"
2477,"['archibald', ' r. g.']"
2478,"['archibald', ' r. g.']"
2479,"['archibald', ' r. g.']"
2480,"['archibald', ' r. g.']"
2482,"['archibald', ' r. g.']"
2483,"['archibald', ' r. g.']"
2486,"['archibald', ' r. g.']"
2487,"['archibald', ' r. g.']"
2488,"['archibald', ' r. g.']"
2489,"['archibald', ' r. g.']"
2490,"['archibald', ' r. g.']"
2491,"['archibald', ' r. g.']"
2492,"['archibald', ' r. g.']"
2493,"['archibald', ' r. g.']"
2494,"['archibald', ' r. g.']"
2495,"['archibald', ' r. g.']"
2496,"['archibald', ' r. g.']"
2497,"['archibald', ' r. g.']"
2499,"['archibald', ' r. g.']"
2500,"['archibald', ' r. g.']"
2502,"['archibald', ' r. g.']"
2503,"['archibald', ' r. g.']"
2504,"['archibald', ' r. g.']"
2505,"['archibald', ' r. g.']"
2506,"['archibald', ' r. g.']"
2507,"['archibald', ' r. g.']"
2508,"['archibald', ' r. g.']"
2509,"['archibald', ' r. g.']"
2510,"['archibald', ' r. g.']"
2511,"['archibald', ' r. g.']"
2513,"['archibald', ' r. g.']"
2515,"['archibald', ' r. g.']"
2516,"['archibald', ' r. g.']"
2517,"['archibald', ' r. g.']"
2518,"['archibald', ' r. g.']"
2520,"['archibald', ' r. g.']"
2521,"['archibald', ' r. g.']"
2522,"['archibald', ' r. g.']"
2523,"['archibald', ' r. g.']"
2524,"['archibald', ' robert george']"
2526,"['archibald', ' r. g. byam', ' w.']"
2527,"['archibald', ' r. g. haseeb', ' m. a.']"
2528,"['archibald', ' r. g. king', ' harold h.']"
2529,"['archibald', ' r. g. marshall', ' a.']"
2530,"['archibald', ' r. g. marshall', ' a.']"
2531,"['archibald', ' r. g. marshall', ' a.']"
2532,"['archibald', ' r. g. riding', ' d.']"
2533,"['archibald', ' r. g. riding', ' d.']"
2534,"['archibald', ' r. g. riding', ' douglas']"
2535,"['archibald', ' r. g. susu', ' b.']"
2537,"['ardo', ' j. molder', ' m. el-tahir', ' b. a. elkhidir', ' h. a.']"
2538,"['aref', ' ibrahim m. khan', ' pervaiz r. khan', ' salim el-atta', ' hashim ahmed', ' abdalla i. iqbal', ' muhammad']"
2539,"['arellano', ' j. dinis', ' m. t. sarasquete', ' c.']"
2540,"['arfaa', ' f. mahboubi', ' e. al jeffri', ' m. selim', ' a. russell', ' g.']"
2541,"['argaw', ' d. mulugeta', ' a. herrero', ' m. nombela', ' n. teklu', ' t. tefera', ' t. belew', ' z. alvar', ' j. bern', ' c.']"
2542,"['arieli', ' a. aychen', ' s.']"
2543,"['ariyo', ' p. trelles', ' m. helmand', ' r. amir', ' y. hassani', ' g. h. mftavyanka', ' j. nzeyimana', ' z. akemani', ' c. ntawukiruwabo', ' i. b. charles', ' a. yana', ' y. moussa', ' k. kamal', ' m. suma', ' m. l. ahmed', ' m. abdullahi', ' m. wong', ' e. g. kushner', ' a. latif', ' a.']"
2544,"['arkasousi', ' mohamed ayman m. k.']"
2545,"['arkell', ' a. j.']"
2546,"['arkell', ' a. j.']"
2547,"['arkell', ' a. j.']"
2549,"['arkell', ' a. j.']"
2550,"['arkell', ' a. j.']"
2552,"['arkell', ' a. j.']"
2553,"['arkell', ' a. j.']"
2554,"['arkell', ' a. j.']"
2555,"['arkell', ' a. j.']"
2557,"['arkell', ' a. j.']"
2558,"['armelagos', ' g. j.']"
2559,"['armelagos', ' g. j. chrisman', ' o. d.']"
2561,"['arnold', ' david']"
2562,"['arnot', ' david']"
2563,"['arnot', ' d.']"
2564,"['arnot', ' d. e.']"
2565,"['arnot', ' david e. roper', ' caroline bayoumi', ' r. a.']"
2566,"['arogundade', ' f. a. sanusi', ' a. a. hassan', ' m. o. salawu', ' l. durosinmi', ' m. a. akinsola', ' a.']"
2567,"['arogundade', ' f. a. sanusi', ' a. a. hassan', ' m. o. akinsola', ' a.']"
2568,"['arriaza', ' b. t. merbs', ' c. f. rothschild', ' b. m.']"
2569,"['arslan', ' d. kalkan', ' m. yazgan', ' h. unuvar', ' u. sahin', ' c.']"
2570,"['arzoun', ' i. h. hussein', ' h. s. hussein', ' m. f.']"
2572,"['asgary', ' r.']"
2573,"['ashford', ' r. w. seaman', ' j. schorscher', ' j. pratlong', ' f.']"
2574,"['ashford', ' r. w. thomson', ' m. c.']"
2575,"['ashkanani', ' zubaydah']"
2576,"['ashton', ' r. a. stewart', ' b. t. petty', ' n. lado', ' m. finn', ' t. brooker', ' s. kolaczinski', ' j. h.']"
2578,"['asil el', ' t. a. el sanousi', ' s. m. gameel', ' a. el beir', ' h. fathelrahman', ' m. terab', ' n. m. muaz', ' m. a. hamid', ' m. e.']"
2579,"['asimeng', ' e. j.']"
2580,"['asiri', ' a. m. ahmed', ' s. a. el-daly', ' s. a. hussein', ' m. a. al-soliemy', ' a. m. osman', ' o. i. shaaban', ' m. r. althagafi', '', ' i. i.']"
2581,"['askouri', ' ali. k.']"
2582,"['asma', ' m. a. el fadil', ' e. b. el tinay', ' a. h.']"
2583,"['assali', ' a. r. khamaysi', ' n. birnbaum', ' y.']"
2584,"['assembly', ' united nations general']"
2586,"['assembly', ' united nations general']"
2588,"['asseng', ' s. cammarano', ' d. basso', ' b. chung', ' u. alderman', ' p. d. sonder', ' k. reynolds', ' m. lobell', ' d. b.']"
2589,"['assil', ' s. m. zeidan', ' z. a.']"
2590,"['association', ' british medical']"
2592,"['association', ' world medical']"
2593,"['assogbadjo', ' a. e. kyndt', ' t. sinsin', ' b. gheysen', ' g. van damme', ' p.']"
2594,"['assoum', ' mirna salih', ' mustafa a. m. drouot', ' nathalie brahim', "" dorra h'mida-ben lagier-tourenne"", ' clotilde aldrees', ' abdulmajeed elmalik', ' salah a. ahmed', ' taha s. seidahmed', ' mohammad z. kabiraj', ' mohammad m.']"
2595,"['astakhov', ' a. f. smirnov', ' v. b.']"
2596,"['astill', ' james']"
2597,"['astrom', ' a. n. nasir', ' e. f.']"
2598,"['atabani', ' g. s. al-wali', ' n. m. saeed', ' b. o. al-mahdi', ' a. m.']"
2599,"['atabani', ' g. s. hassan', ' d. a. abdul rahman', ' a. m. saeed', ' b. o.']"
2600,"['atabani', ' g. s. saeed', ' b. o. el mahdi', ' e. m. adam', ' m. e. hassan', ' d. a.']"
2601,"['atabani', ' g. s. saeed', ' b. o. elseed', ' b. a. bayoumi', ' m. a. hadi', ' n. h. abu-zeid', ' y. a. bayoumi', ' r. a.']"
2602,"['atari', ' d. o.']"
2603,"['ataudo', ' e. s.']"
2604,"['atia', ' a. m. mumina', ' a. tayler-smith', ' k. boulle', ' p. alcoba', ' g. elhag', ' m. s. alnour', ' m. shah', ' s. chappuis', ' f. van griensven', ' j. zachariah', ' r.']"
2605,"['atiyah', ' edward']"
2606,"['atkey', ' o. f. h.']"
2607,"['atkey', ' o. f. h.']"
2608,"['atkey', ' o. f. h.']"
2609,"['atkey', ' o. f. h.']"
2610,"['atkey', ' o. f. h.']"
2614,"['atkey', ' o. f. h.']"
2615,"['atkey', ' o. f. h.']"
2616,"['atkey', ' o. f. h.']"
2618,"['atkey', ' o. f. h.']"
2619,"['atkey', ' o. f. h.']"
2620,"['atkey', ' o. f. h.']"
2622,"['atkey', ' o. f. h.']"
2623,"['atkey', ' o. f. h. others']"
2624,"['atkins', ' a. m.']"
2625,"['atta el mannan', ' a. m. hussein', ' h. s. el sinnary', ' k. magzoub', ' m.']"
2626,"['attalla', ' b. a. karrar', ' z. a. ibnouf', ' g. mohamed', ' a. o. abdelwahab', ' o. nasir', ' e. m. el seed', ' m. a.']"
2627,"['attallah', ' n. l. matta', ' w. m. el-mankoushi', ' m.']"
2628,"['attar', ' z. j. chance', ' m. l. el-safi', ' s. carney', ' j. azazy', ' a. el-hadi', ' m. dourado', ' c. hommel', ' m.']"
2629,"['attia', ' m. a.']"
2630,"['attia', ' m. a.  williams', ' r. e.']"
2632,"['attia', ' y. d.']"
2633,"['aubel', ' j. rabei', ' h. mukhtar', ' m.']"
2634,"['auf', ' anas ibn auf abbas ibn']"
2635,"['augustin', ' a. shahum', ' a. taziar', ' m. benca', ' j. koleno', ' b. bukovino', ' p. holecko', ' k. secko', ' s. kral', ' j. duris', ' m. ocenas', ' m. horvath', ' d. sladecko', ' v. kniezo', ' z. bartkovjak', ' m. havlik', ' z. kalavsky', ' e. liska', ' a. krcmery', ' v.']"
2636,"['aungst', ' b. j. rogers', ' n. j. baillie', ' a. j. al-assadi', ' h. florence', ' a. t. barry', ' m. d. rowe', ' r. c. boddt', ' h. e. krnithof', ' m. a. m. brussee', ' j.']"
2637,"['auriol', ' j. guesdon', ' j. l. guibourdenche', ' m. riou', ' j. y.']"
2638,"['austad', ' g. t. battafarano', ' d. f.']"
2639,"['austen', ' ernest e.']"
2640,"['austoker', ' joan']"
2641,"['austoker', ' joan bryder', ' lina']"
2642,"['australia', ' south']"
2643,"['authority', ' saudi food and drug']"
2644,"['avula', ' b. cohen', ' p. a. wang', ' y. h. sagi', ' s. feng', ' w. wang', ' m. zweigenbaum', ' j. shuangcheng', ' m. khan', ' i. a.']"
2645,"['awad', ' a. eltayeb', ' i. matowe', ' l. thalib', ' l.']"
2646,"['awad', ' a. i. ball', ' d. e. eltayeb', ' i. b.']"
2647,"['awad', ' a. i. eltayeb', ' i. b. baraka', ' o. z.']"
2648,"['awad', ' a. i. eltayeb', ' i. b. capps', ' p. a.']"
2649,"['awad', ' a. i. eltayeb', ' i. b.']"
2650,"['awad', ' a. i. himad', ' h. a.']"
2652,"['awad al-karim', ' nafissa']"
2658,"['awad', ' a. matowe', ' l. capps', ' p.']"
2660,"['awad', ' e. a. zulkifli', ' i. soleimani', ' a. f. loh', ' tc']"
2662,"['awad el karim', ' m. a. collins', ' k. j. sukkar', ' m. y. omer', ' a. h. amin', ' m. a. dore', ' c.']"
2663,"['awad el karim', ' m. a. elhassan', ' b. m. hussein', ' k. k.']"
2665,"['awad el karim', ' m. a. hamed', ' a. s. elhaimi', ' y. a. osman', ' y.']"
2666,"['awad el karim', ' m. a. osman', ' y. el haimi', ' y. a.']"
2667,"['awad el karim', ' m. a. sukkar', ' m. y. collins', ' k. j. dore', ' c.']"
2668,"['awad el-gied', ' a. a. abdelkareem', ' a. m. hamedelniel', ' e. i.']"
2669,"['awad elkarim', ' m. a. onsa', ' s. h.']"
2670,"['awad', ' f. i.']"
2671,"['awad', ' f. i.']"
2673,"['awad', ' f. ramprasath', ' c. mathivanan', ' n. aruna', ' p. r. ganesan', ' s.']"
2674,"['awad', ' h. antunes', ' s. galindo', ' r. c. do rosario', ' v. e. de la fuente', ' j. domingos', ' a. el hussein', ' a. m.']"
2675,"['awad', ' m. a. osheik', ' a. a. tageldin', ' m. h. zakia', ' a. m.']"
2676,"['awad', ' m. i. alkadru', ' a. m. behrens', ' r. h. baraka', ' o. z. eltayeb', ' i. b.']"
2677,"['awad', ' m. i. eltayeb', ' i. b. baraka', ' o. z. behrens', ' r. h. alkadru', ' a. m.']"
2678,"['awad', ' salma al-dosari', ' mohammed s. alyacoub', ' nadya colak', ' dilek salih', ' mustafa a. m. alkuraya', ' fowzan s. poizat', ' coralie']"
2679,"['awad', ' tarig hakim mirghani azza osman el']"
2681,"['awad-el-kariem', ' f. m. miles', ' m. a. warhurst', ' d. c.']"
2682,"['awadalla', ' a. al-fayez', ' g. harville', ' m. arikawa', ' h. tomeo', ' m. e. templer', ' d. i. underwood', ' r.']"
2683,"['awadalla', ' a. w. ohaeri', ' j. u. salih', ' a. a. tawfiq', ' a. m.']"
2684,"['awadalla', ' a. w. ohaeri', ' j. u. salih', ' a. a. tawfiq', ' a. m.']"
2685,"['awadalla', ' a. w. ohaeri', ' j. u. al-awadi', ' s. a. tawfiq', ' a. m.']"
2686,"['awadalla', ' a. w. ohaeri', ' j. u. gholoum', ' a. khalid', ' a. o. hamad', ' h. m. jacob', ' a.']"
2687,"['awadalla', ' h. n. mansour', ' n. s. mohareb', ' e. w.']"
2688,"['awadalla', ' osman']"
2689,"['awadallah', ' a. k. osman', ' m. e. ibrahim', ' m. a. bernardes', ' e. s. dias-baruffi', ' m. konozy', ' e. h.']"
2690,"['awadasseid', ' a. hou', ' j. gamallat', ' y. xueqi', ' s. eugene', ' k. d. musa hago', ' a. bamba', ' d. meyiah', ' a. gift', ' c. xin', ' y.']"
2691,"['awadelkarim', ' k. d. aceto', ' g. veschi', ' s. elhaj', ' a. morgano', ' a. mohamedani', ' a. a. eltayeb', ' e. a. abu idris', ' d. di gioacchino', ' m. battista', ' p. verginelli', ' f. cama', ' a. elwali', ' n. e. mariani-costantini', ' r.']"
2692,"['awadelkarim', ' k. d. arizzi', ' c. elamin', ' e. o. hamad', ' h. m. de blasio', ' p. mekki', ' s. o. osman', ' i. biunno', ' i. elwali', ' n. e. mariani-costantini', ' r. barberis', ' m. c.']"
2693,"['awadelkarim', ' k. d. arizzi', ' c. elamin', ' e. o. hamad', ' h. m. de blasio', ' p. mekki', ' s. o. osman', ' i. biunno', ' i. elwali', ' n. e. barberis', ' m. c. mariani-costantini', ' r.']"
2694,"['awadelkarim', ' k. d. arizzi', ' c. elamin', ' e. o. osman', ' i. mekki', ' s. o. biunno', ' i. barberis', ' m. c. mariani-costantini', ' r.']"
2695,"['awadelkarim', ' k. d. callens', ' c. rosse', ' c. susini', ' a. vacher', ' s. rouleau', ' e. lidereau', ' r. bieche', ' i.']"
2696,"['awadelkarim', ' k. d. mariani-costantini', ' r. elwali', ' n. e.']"
2699,"['awais', ' m. anwar', ' m. i. iftikhar', ' r. iqbal', ' z. shehzad', ' n. akbar', ' b.']"
2700,"['awofeso', ' n.']"
2701,"['awolola', ' t. s. oyewole', ' i. o. amajoh', ' c. n. idowu', ' e. t. ajayi', ' m. b. oduola', ' a. manafa', ' o. u. ibrahim', ' k. koekemoer', ' l. l. coetzee', ' m.']"
2702,"['awooda', ' e. m. ali', ' y. a.']"
2703,"['awooda', ' e. m. siddig', ' r. i. alturki', ' r. s. sanhouri', ' n. m.']"
2704,"['awooda', ' h. a. lutfi', ' m. f. sharara', ' g. m. saeed', ' a. m.']"
2705,"['awooda', ' h. a. lutfi', ' m. f. sharara', ' g. g. m. saeed', ' a. m.']"
2706,"['awouda', ' e. a. elnori', ' a. a. ahmed', ' a. h.']"
2707,"['awumbila', ' m. momsen', ' j. h.']"
2709,"['axtell', ' j. d. kirleis', ' a. w. hassen', "" m. m. d'croz mason"", ' n. mertz', ' e. t. munck', ' l.']"
2710,"['ayad', ' m.']"
2711,"['ayad', ' n.']"
2712,"['ayad', ' n.']"
2713,"['ayadi', ' h. kacem', ' h. h. rebai', ' a. farid', ' n. r.']"
2714,"['ayazi', ' t. lien', ' l. eide', ' a. h. ruom', ' m. m. hauff', ' e.']"
2715,"['ayazi', ' t. lien', ' l. eide', ' a. h. jenkins', ' r. albino', ' r. a. hauff', ' e.']"
2716,"['ayazi', ' t. lien', ' l. eide', ' a. shadar', ' e. j. hauff', ' e.']"
2717,"['ayazi', ' t. lien', ' l. eide', ' a. swartz', ' l. hauff', ' e.']"
2718,"['ayazi', ' t. swartz', ' l. eide', ' a. h. lien', ' l. hauff', ' e.']"
2719,"['ayazi', ' t. swartz', ' l. eide', ' a. h. lien', ' l. hauff', ' e.']"
2720,"['ayed', ' i. a. dafaalla', ' r. adam', ' s. e.']"
2721,"['ayed', ' i. a. dafalla', ' r. yagi', ' a. i. adam', ' s. e.']"
2722,"['ayed', ' i. a. m.']"
2723,"['aylmer', ' g.']"
2724,"['ayoub', ' amal']"
2725,"['ayoub', ' a. t.']"
2726,"['ayoub', ' a. t.']"
2727,"['ayoub', ' a. t. ishag', ' h. m.']"
2728,"['ayoub', ' smhussein kingston', ' d. g. i.']"
2731,"['ayoub', ' s. m.']"
2732,"['ayoub', ' s. m. babiker', ' a. i.']"
2733,"['ayoub', ' s. m. hussein kingston', ' d. g.']"
2735,"['ayoub', ' s. m. kingston', ' d. g.']"
2736,"['ayouba', ' a. toure', ' a. butel', ' c. keita', ' a. k. binetruy', ' f. sow', ' m. s. foulongne', ' v. delaporte', ' e. peeters', ' m.']"
2737,"['ayrton', ' j. attwood', ' d. lado', ' d. kuron']"
2738,"['ayton', ' chris']"
2739,"['azairwe', ' robert achan', ' jane']"
2740,"['azazy', "" a. a. raja'a"", ' y. a.']"
2741,"['azevedo sias', ' s. oliveira caetano', ' r. dutra comarella', ' j. de oliveira', ' e. santos ferreira', ' a. quirico-santos', ' t.']"
2742,"['aziem-abdallah-ali', ' a. mohammed', ' a. a. mohammed ali', ' a. k.']"
2743,"['azim mirghani', ' y. a. ahmed', ' s. ahmed', ' m. ismail', ' m. o. fedail', ' s. s. kamel', ' m. saidia', ' h.']"
2744,"['aziz', ' f. a.']"
2745,"['aziz', ' f. a.']"
2746,"['aziz', ' f. a. osman', ' a. a.']"
2747,"['aziz ghandour', ' i. a. ibrahim', ' f. a. shehata', ' a. h.']"
2748,"['aziz', ' i. a.']"
2749,"['aziz', ' i. a.']"
2750,"['aziz', ' m. e.']"
2751,"['aziz', ' m. i. ahmed', ' m. e. al rahman', ' n. b.']"
2752,"['aziz', ' s. g. osman', ' o. i. elroby', ' s. a. hilal', ' r. h.']"
2753,"['azizi', ' f.']"
2754,"['azman', ' a. s. parker', ' l. a. rumunu', ' j. tadesse', ' f. grandesso', ' f. deng', ' l. l. lino', ' r. l. bior', ' b. k. lasuba', ' m. page', ' a. l. ontweka', ' l. llosa', ' a. e. cohuet', ' s. pezzoli', ' l. sodjinou', ' d. v. abubakar', ' a. debes', ' a. k. mpairwe', ' a. m. wamala', ' j. f. jamet', ' c. lessler', ' j. sack', ' d. a. quilici', ' m. l. ciglenecki', ' i. luquero', ' f. j.']"
2755,"['azman', ' a. s. rumunu', ' j. abubakar', ' a. west', ' h. ciglenecki', ' i. helderman', ' t. wamala', ' j. f. vazquez ode', ' l. perea', ' w. sack', ' d. a. legros', ' d. martin', ' s. lessler', ' j. luquero', ' f. j.']"
2756,"['azrag', ' r. s. ibrahim', ' k. malcolm', ' c. rayah', ' e. e. el-sayed', ' b.']"
2757,"['b.', ' van henynngen e.']"
2758,"['baasher', ' taha']"
2759,"['baasher', ' taha']"
2760,"['baasher', ' taha']"
2762,"['baasher', ' taha']"
2763,"['baasher', ' taha']"
2767,"['baasher', ' taha']"
2768,"['baasher', ' taha']"
2770,"['baasher', ' taha']"
2771,"['baasher', ' taha']"
2772,"['baasher', ' taha']"
2774,"['baasher', ' taha']"
2775,"['baasher', ' taha']"
2776,"['baasher', ' taha']"
2777,"['baasher', ' taha']"
2778,"['baasher', ' taha']"
2779,"['baasher', ' taha']"
2780,"['baasher', ' taha']"
2783,"['baasher', ' taha']"
2784,"['baasher', ' taha']"
2785,"['baasher', ' taha']"
2786,"['baasher', ' taha']"
2787,"['baasher', ' taha']"
2788,"['baasher', ' taha']"
2789,"['baasher', ' taha']"
2790,"['baasher', ' taha']"
2791,"['baasher', ' taha']"
2792,"['baasher', ' taha']"
2793,"['baasher', ' taha']"
2794,"['baasher', ' taha']"
2795,"['baasher', ' taha']"
2796,"['baasher', ' taha']"
2797,"['baasher', ' taha']"
2798,"['baasher', ' taha']"
2799,"['baasher', ' taha']"
2800,"['baba', ' sp kay', ' ej']"
2803,"['babakr', ' at elsheikh', ' om almarzouki', ' a. a. assiri', ' a. m. abdalla', ' be zaki', ' h. y. fatani', ' s. h. noureldin', ' e. m.']"
2805,"['babalola', ' o. e. umeh', ' r. e. mahmoud', ' a. o.']"
2807,"['babekir', ' ar el fahal', ' a. h. alla', ' a. h.']"
2809,"['babikar', ' h.. e. abbas', ' i. m.']"
2810,"['babiker', ' ak']"
2811,"['babiker', ' a. fenwick', ' a. daffalla', ' a. a. amin', ' m. a.']"
2812,"['babiker', ' a. m. jurayyan', ' n. a. mohamed', ' s. h. abdullah', ' m. a.']"
2813,"['babiker', ' a. m. ravagnan', ' s. fusaro', ' a. hassan', ' m. m. bakheit', ' s. m. mukhtar', ' m. m. cattoli', ' g. capelli', ' g.']"
2814,"['babiker', ' a. y. eltom', ' fm abdalaziz', ' m. s. rahmani', ' a. abusail', ' s. ahmed', ' hg']"
